fname,label,manually_verified
52300f9b.wav,Hi-hat,1
5237eea9.wav,Electric_piano,1
523f65d5.wav,Electric_piano,1
52480f3e.wav,Oboe,1
5263369a.wav,Glockenspiel,1
52834f79.wav,Acoustic_guitar,1
52860d22.wav,Violin_or_fiddle,1
528b1fdc.wav,Harmonica,1
528fd885.wav,Gunshot_or_gunfire,1
52b0d05c.wav,Violin_or_fiddle,1
52d30eec.wav,Bass_drum,1
52e54bdd.wav,Bass_drum,1
52ef7355.wav,Trumpet,1
530ff8db.wav,Electric_piano,1
531a3044.wav,Telephone,1
5365903a.wav,Gunshot_or_gunfire,1
537b400b.wav,Oboe,1
5388d14d.wav,Saxophone,1
5398dcd3.wav,Violin_or_fiddle,1
53c221b6.wav,Flute,1
53d1ed2b.wav,Cello,1
53fd8788.wav,Trumpet,1
540cd3bc.wav,Bass_drum,1
542cab4b.wav,Cowbell,1
544f3b23.wav,Acoustic_guitar,1
54777c28.wav,Acoustic_guitar,1
54869db1.wav,Chime,1
54ac3fe7.wav,Violin_or_fiddle,1
54bb57af.wav,Cello,1
54e0f1a8.wav,Electric_piano,1
5506629f.wav,Clarinet,1
55087d4d.wav,Oboe,1
553245ef.wav,Electric_piano,1
5543631a.wav,Saxophone,1
5554d95d.wav,Cowbell,1
55822aae.wav,Acoustic_guitar,1
558a13e0.wav,Clarinet,1
55d52a69.wav,Flute,1
55d60bf0.wav,Trumpet,1
560506a1.wav,Gunshot_or_gunfire,1
561d33d3.wav,Snare_drum,1
562d93f5.wav,Flute,1
5644beb8.wav,Bass_drum,1
564f1a49.wav,Gong,1
565d4f5a.wav,Glockenspiel,1
565f3ee2.wav,Bass_drum,1
5668c2ab.wav,Gong,1
566f0926.wav,Gunshot_or_gunfire,1
5689818f.wav,Cello,1
568f4336.wav,Chime,1
56e79c6f.wav,Violin_or_fiddle,1
570742db.wav,Cello,1
57307037.wav,Hi-hat,1
5742568e.wav,Glockenspiel,1
575336af.wav,Flute,1
5764480b.wav,Clarinet,1
57789a2d.wav,Saxophone,1
5783d462.wav,Trumpet,1
57f97997.wav,Saxophone,1
5801a5b3.wav,Oboe,1
585c9c8c.wav,Acoustic_guitar,1
586d03f8.wav,Saxophone,1
58724448.wav,Saxophone,1
587ee95e.wav,Oboe,1
588bf7ad.wav,Glockenspiel,1
589e5196.wav,Hi-hat,1
58bb9548.wav,Trumpet,1
58d529c0.wav,Harmonica,1
58d59768.wav,Saxophone,1
58f8c3db.wav,Clarinet,1
58fec070.wav,Violin_or_fiddle,1
590dde92.wav,Oboe,1
590e3117.wav,Oboe,1
591cf4c2.wav,Saxophone,1
5935d5bd.wav,Telephone,1
5950780e.wav,Electric_piano,1
595a4fba.wav,Electric_piano,1
595c191d.wav,Double_bass,1
597b3c23.wav,Gunshot_or_gunfire,1
5983506e.wav,Trumpet,1
5993af35.wav,Harmonica,1
59a59541.wav,Saxophone,1
59ddf3d0.wav,Oboe,1
59ee6ca1.wav,Cello,1
5a197d64.wav,Gunshot_or_gunfire,1
5a3deddf.wav,Chime,1
5a7b83fb.wav,Gunshot_or_gunfire,1
5a963555.wav,Harmonica,1
5aa575b7.wav,Gunshot_or_gunfire,1
5abd04cc.wav,Telephone,1
5ad06e75.wav,Saxophone,1
5b01d7c2.wav,Saxophone,1
5b38a3e7.wav,Harmonica,1
5b878f47.wav,Gong,1
5bad1306.wav,Violin_or_fiddle,1
5bb17ecc.wav,Telephone,1
5bb1e9bd.wav,Gong,1
5bd61d06.wav,Gunshot_or_gunfire,1
5c04ac97.wav,Chime,1
5c123193.wav,Gunshot_or_gunfire,1
5c129ffe.wav,Telephone,1
5c1bd24c.wav,Violin_or_fiddle,1
5c33d972.wav,Snare_drum,1
5c45190e.wav,Oboe,1
5c59741d.wav,Snare_drum,1
5c5f3234.wav,Harmonica,1
5c61d6dc.wav,Telephone,1
5c634a3f.wav,Flute,1
5c981f32.wav,Flute,1
5cb41a13.wav,Glockenspiel,1
5ce40b1b.wav,Snare_drum,1
5cf7a39a.wav,Telephone,1
5cfa0135.wav,Flute,1
5cfd1f2c.wav,Oboe,1
5d040c3b.wav,Flute,1
5d108bb1.wav,Bass_drum,1
5d17ef9b.wav,Gunshot_or_gunfire,1
5d43f0e7.wav,Cello,1
5d4f8187.wav,Saxophone,1
5d59e42c.wav,Clarinet,1
5d6805e8.wav,Telephone,1
5d73ee6f.wav,Flute,1
5d79776e.wav,Acoustic_guitar,1
5d826a12.wav,Flute,1
5d91fae1.wav,Violin_or_fiddle,1
5d9331ab.wav,Gong,1
5d9ca598.wav,Snare_drum,1
5da2c965.wav,Tambourine,1
5dbd6915.wav,Violin_or_fiddle,1
5dd6875c.wav,Violin_or_fiddle,1
5de123c3.wav,Clarinet,1
5e2417a2.wav,Saxophone,1
5e28a9a2.wav,Electric_piano,1
5e4477e9.wav,Cello,1
5e5a6215.wav,Cowbell,1
5e5bca7a.wav,Cello,1
5e6b34b1.wav,Electric_piano,1
5e92ec3d.wav,Saxophone,1
5eadbc6d.wav,Double_bass,1
5ec7ad26.wav,Hi-hat,1
5ee394ce.wav,Tambourine,1
5ef1bff4.wav,Gunshot_or_gunfire,1
5f0dc8e4.wav,Saxophone,1
5f59933f.wav,Saxophone,1
5f6e7a2f.wav,Telephone,1
5f75b9cf.wav,Violin_or_fiddle,1
5f7dd0fb.wav,Hi-hat,1
5fe07b4b.wav,Tambourine,1
5ff4377d.wav,Oboe,1
60541059.wav,Cowbell,1
6085c41b.wav,Chime,1
60cccafc.wav,Harmonica,1
60f481f8.wav,Violin_or_fiddle,1
60f6a04e.wav,Glockenspiel,1
612702c3.wav,Hi-hat,1
612a9f1a.wav,Cello,1
613f92d5.wav,Violin_or_fiddle,1
6144e686.wav,Gunshot_or_gunfire,1
616e8c33.wav,Violin_or_fiddle,1
616ff2dc.wav,Saxophone,1
61bee671.wav,Acoustic_guitar,1
61c914b1.wav,Flute,1
61e4de0f.wav,Saxophone,1
61f21edf.wav,Saxophone,1
620dbdce.wav,Saxophone,1
6228bc8b.wav,Flute,1
62292efc.wav,Acoustic_guitar,1
626de1cb.wav,Saxophone,1
627099f7.wav,Saxophone,1
629684be.wav,Gong,1
62ff9fde.wav,Cello,1
630ad55a.wav,Hi-hat,1
6366c230.wav,Violin_or_fiddle,1
637a26b1.wav,Cowbell,1
6385ecf9.wav,Hi-hat,1
639a04af.wav,Trumpet,1
63c8e4c6.wav,Saxophone,1
63cbe774.wav,Harmonica,1
63e0ab2c.wav,Bass_drum,1
642aba58.wav,Violin_or_fiddle,1
642ad7e4.wav,Double_bass,1
644cfbc8.wav,Flute,1
645efe85.wav,Violin_or_fiddle,1
6475a738.wav,Violin_or_fiddle,1
6496bf6a.wav,Flute,1
64af554f.wav,Gunshot_or_gunfire,1
64d55bd8.wav,Chime,1
64d8d4a7.wav,Flute,1
64edfb51.wav,Violin_or_fiddle,1
651633e2.wav,Clarinet,1
653a8a45.wav,Cowbell,1
655d948e.wav,Tambourine,1
6563610a.wav,Saxophone,1
659763f7.wav,Violin_or_fiddle,1
65d277f3.wav,Flute,1
664e211b.wav,Gunshot_or_gunfire,1
667cc6dc.wav,Telephone,1
668721df.wav,Saxophone,1
66a5b9fb.wav,Violin_or_fiddle,1
66b3d587.wav,Glockenspiel,1
66be15fd.wav,Flute,1
66bf4fa3.wav,Tambourine,1
66fe50dc.wav,Saxophone,1
67013df6.wav,Violin_or_fiddle,1
67186290.wav,Gong,1
673defaf.wav,Acoustic_guitar,1
67822329.wav,Electric_piano,1
67841fc1.wav,Saxophone,1
67d86f23.wav,Saxophone,1
67e80e0a.wav,Violin_or_fiddle,1
67ed3008.wav,Acoustic_guitar,1
67f5ced8.wav,Clarinet,1
682cd1a9.wav,Cowbell,1
68589f79.wav,Violin_or_fiddle,1
685b5c1f.wav,Saxophone,1
689aa181.wav,Cello,1
68e1a3e9.wav,Snare_drum,1
690a6466.wav,Gunshot_or_gunfire,1
6987863b.wav,Flute,1
699044df.wav,Cello,1
699385f4.wav,Cello,1
6994bf26.wav,Violin_or_fiddle,1
69af03c3.wav,Saxophone,1
69c41690.wav,Violin_or_fiddle,1
69d3da4e.wav,Gunshot_or_gunfire,1
69d68dae.wav,Telephone,1
69e18f96.wav,Violin_or_fiddle,1
69ff0330.wav,Electric_piano,1
6a037ddf.wav,Flute,1
6a210ffa.wav,Cello,1
6a2db40a.wav,Gong,1
6a353424.wav,Snare_drum,1
6a609889.wav,Trumpet,1
6a62bb15.wav,Telephone,1
6a63dd77.wav,Saxophone,1
6a6c66b2.wav,Telephone,1
6a6f35fd.wav,Tambourine,1
6a8869c5.wav,Telephone,1
6a8dce61.wav,Saxophone,1
6a959176.wav,Telephone,1
6a96272b.wav,Bass_drum,1
6aaff359.wav,Saxophone,1
6ab76c9a.wav,Clarinet,1
6afc5c3b.wav,Harmonica,1
6aff0c16.wav,Trumpet,1
6b15affb.wav,Harmonica,1
6b27a847.wav,Flute,1
6b31bc93.wav,Trumpet,1
6b535a04.wav,Violin_or_fiddle,1
6b64661f.wav,Electric_piano,1
6b75921d.wav,Gong,1
6b90ade1.wav,Saxophone,1
6b93b48a.wav,Double_bass,1
6bcf61c1.wav,Gong,1
6c1434df.wav,Telephone,1
6c329938.wav,Flute,1
6c98c870.wav,Harmonica,1
6ca5f5d1.wav,Electric_piano,1
6ce430d2.wav,Trumpet,1
6ce9cbde.wav,Telephone,1
6ceab67a.wav,Saxophone,1
6d21ad67.wav,Bass_drum,1
6d36591b.wav,Gong,1
6d3722db.wav,Gong,1
6d3e8659.wav,Cowbell,1
6d7b7a40.wav,Harmonica,1
6d8620e6.wav,Cowbell,1
6daab86c.wav,Saxophone,1
6dd8c59b.wav,Violin_or_fiddle,1
6de38680.wav,Harmonica,1
6dea9b11.wav,Hi-hat,1
6df2f14c.wav,Chime,1
6df575aa.wav,Violin_or_fiddle,1
6e1f6a82.wav,Double_bass,1
6e595f4e.wav,Trumpet,1
6e910230.wav,Glockenspiel,1
6eb59008.wav,Violin_or_fiddle,1
6ec13858.wav,Harmonica,1
6ec2fca8.wav,Harmonica,1
6ee9f703.wav,Violin_or_fiddle,1
6ef82473.wav,Flute,1
6efbaf90.wav,Double_bass,1
6f7162b1.wav,Bass_drum,1
6fb7bc8c.wav,Harmonica,1
6fca680b.wav,Snare_drum,1
6fd3cd15.wav,Flute,1
7017f924.wav,Electric_piano,1
70231b6a.wav,Saxophone,1
706c9a51.wav,Acoustic_guitar,1
7076e8e6.wav,Hi-hat,1
70a2e253.wav,Clarinet,1
70b55fc4.wav,Gong,1
70c00511.wav,Saxophone,1
70ca9c77.wav,Acoustic_guitar,1
70d31f98.wav,Tambourine,1
70fe372a.wav,Saxophone,1
710d8919.wav,Oboe,1
7187cb86.wav,Violin_or_fiddle,1
71a45cb8.wav,Gunshot_or_gunfire,1
71c58e84.wav,Clarinet,1
71c6451f.wav,Clarinet,1
71cf40e4.wav,Telephone,1
71e52061.wav,Violin_or_fiddle,1
71ed6f46.wav,Saxophone,1
72118430.wav,Harmonica,1
721fade5.wav,Trumpet,1
7261a227.wav,Hi-hat,1
727f104d.wav,Gunshot_or_gunfire,1
72807ff9.wav,Gong,1
7281b2db.wav,Tambourine,1
72f47548.wav,Gunshot_or_gunfire,1
73028179.wav,Bass_drum,1
730434e2.wav,Flute,1
731f0692.wav,Double_bass,1
73508c62.wav,Harmonica,1
7351502a.wav,Saxophone,1
7352e28f.wav,Saxophone,1
73677128.wav,Hi-hat,1
736ec991.wav,Gunshot_or_gunfire,1
73840309.wav,Saxophone,1
7396e929.wav,Snare_drum,1
73bbabf9.wav,Cowbell,1
73e548a5.wav,Violin_or_fiddle,1
73ffc53f.wav,Clarinet,1
740e5bb7.wav,Clarinet,1
7413ebcb.wav,Cowbell,1
74260c71.wav,Gunshot_or_gunfire,1
743059bb.wav,Harmonica,1
743ae0f9.wav,Cello,1
745db112.wav,Chime,1
7470ab2c.wav,Saxophone,1
7470b8d2.wav,Glockenspiel,1
7472b44c.wav,Flute,1
747bf6fc.wav,Gunshot_or_gunfire,1
74837e3d.wav,Tambourine,1
748c5f3b.wav,Saxophone,1
74c75bde.wav,Cowbell,1
74cfa1eb.wav,Clarinet,1
74d3f71d.wav,Violin_or_fiddle,1
7506dcc4.wav,Acoustic_guitar,1
750c0beb.wav,Electric_piano,1
754c5a8a.wav,Oboe,1
75552c90.wav,Oboe,1
755b7792.wav,Bass_drum,1
75632585.wav,Flute,1
756fc6fa.wav,Cello,1
75ae3ed3.wav,Electric_piano,1
75f988e6.wav,Acoustic_guitar,1
75fc7407.wav,Tambourine,1
761aa8c0.wav,Telephone,1
7666c60c.wav,Cowbell,1
767c9e2d.wav,Violin_or_fiddle,1
7694aa91.wav,Oboe,1
76c64431.wav,Gunshot_or_gunfire,1
76caa735.wav,Saxophone,1
76e07b91.wav,Clarinet,1
76e56ba9.wav,Double_bass,1
76ec7b17.wav,Oboe,1
76f2268a.wav,Violin_or_fiddle,1
76fdce1b.wav,Clarinet,1
7761c964.wav,Electric_piano,1
7773d933.wav,Chime,1
77782997.wav,Gunshot_or_gunfire,1
77ab589f.wav,Harmonica,1
77e64c77.wav,Hi-hat,1
78182721.wav,Snare_drum,1
781df1a2.wav,Violin_or_fiddle,1
781e92e0.wav,Violin_or_fiddle,1
783bfebc.wav,Tambourine,1
78a86075.wav,Saxophone,1
78f43145.wav,Gong,1
791648dc.wav,Double_bass,1
796c25a1.wav,Violin_or_fiddle,1
79753d0c.wav,Saxophone,1
798b33e8.wav,Acoustic_guitar,1
7996c815.wav,Glockenspiel,1
7a20c7f1.wav,Gunshot_or_gunfire,1
7a397092.wav,Trumpet,1
7a431157.wav,Oboe,1
7a458eec.wav,Saxophone,1
7a5a8e6a.wav,Flute,1
7a7a59fd.wav,Glockenspiel,1
7a80327b.wav,Clarinet,1
7aa93bef.wav,Snare_drum,1
7ae6096a.wav,Gong,1
7af0f234.wav,Flute,1
7b07c16f.wav,Gong,1
7b085710.wav,Trumpet,1
7b460e46.wav,Violin_or_fiddle,1
7b4e4ea4.wav,Glockenspiel,1
7b5777f2.wav,Saxophone,1
7b6a119e.wav,Violin_or_fiddle,1
7b6b328f.wav,Saxophone,1
7b766793.wav,Snare_drum,1
7b8874c3.wav,Electric_piano,1
7bc4dab0.wav,Trumpet,1
7bce7d7c.wav,Acoustic_guitar,1
7c07d6ac.wav,Double_bass,1
7c1cccaa.wav,Harmonica,1
7c3f7dda.wav,Telephone,1
7c91f847.wav,Gunshot_or_gunfire,1
7caeda63.wav,Violin_or_fiddle,1
7cc65c00.wav,Saxophone,1
7d11b3b4.wav,Bass_drum,1
7d37ed76.wav,Saxophone,1
7d409745.wav,Oboe,1
7d56f695.wav,Chime,1
7d896090.wav,Cello,1
7dda9dc2.wav,Bass_drum,1
7dde0c9b.wav,Gunshot_or_gunfire,1
7df4a559.wav,Gunshot_or_gunfire,1
7e119ca2.wav,Telephone,1
7eadea22.wav,Violin_or_fiddle,1
7eb959ec.wav,Clarinet,1
7eb9dac0.wav,Violin_or_fiddle,1
7ec8b121.wav,Saxophone,1
7ee7a710.wav,Double_bass,1
7ef380a8.wav,Acoustic_guitar,1
7f553a15.wav,Violin_or_fiddle,1
7f7cb49c.wav,Gong,1
7f828087.wav,Acoustic_guitar,1
7fa88daa.wav,Saxophone,1
7fb68d4d.wav,Saxophone,1
7fb743e5.wav,Telephone,1
7fe9ea95.wav,Glockenspiel,1
8008d62d.wav,Chime,1
800b401e.wav,Clarinet,1
801a341a.wav,Violin_or_fiddle,1
8023318b.wav,Gunshot_or_gunfire,1
8055f4cb.wav,Oboe,1
807116b8.wav,Clarinet,1
8073923c.wav,Double_bass,1
807e8ac4.wav,Flute,1
80811d3f.wav,Glockenspiel,1
8084970f.wav,Saxophone,1
809ea09e.wav,Bass_drum,1
80bbb34a.wav,Harmonica,1
80d11b17.wav,Violin_or_fiddle,1
80d770cd.wav,Saxophone,1
811bf309.wav,Cello,1
811e1301.wav,Clarinet,1
8128d80e.wav,Trumpet,1
816d65da.wav,Trumpet,1
8187a4ec.wav,Gong,1
81b285ba.wav,Chime,1
81be79f6.wav,Flute,1
81d9f077.wav,Cello,1
81e56a0f.wav,Violin_or_fiddle,1
81ec0f35.wav,Tambourine,1
820a35a5.wav,Tambourine,1
820bcee9.wav,Bass_drum,1
820f3645.wav,Saxophone,1
822fdbff.wav,Violin_or_fiddle,1
8231db6e.wav,Hi-hat,1
823e3be5.wav,Acoustic_guitar,1
8241c38c.wav,Harmonica,1
824c69d3.wav,Violin_or_fiddle,1
826f23dd.wav,Acoustic_guitar,1
82aa2d0a.wav,Harmonica,1
82b513fe.wav,Violin_or_fiddle,1
82c11a88.wav,Violin_or_fiddle,1
82d4fb44.wav,Snare_drum,1
82d58fa4.wav,Clarinet,1
82e480d5.wav,Oboe,1
82ecb65c.wav,Acoustic_guitar,1
82fa96a7.wav,Acoustic_guitar,1
8316af6a.wav,Hi-hat,1
8332e01d.wav,Double_bass,1
834ccf9d.wav,Oboe,1
83bd40b1.wav,Saxophone,1
83be8d1d.wav,Harmonica,1
83bf905c.wav,Saxophone,1
8400fd89.wav,Oboe,1
844da63b.wav,Hi-hat,1
848faca3.wav,Violin_or_fiddle,1
84ba894c.wav,Saxophone,1
84c521bf.wav,Saxophone,1
84d0e459.wav,Tambourine,1
84d59369.wav,Gunshot_or_gunfire,1
84e54455.wav,Saxophone,1
84f46494.wav,Clarinet,1
84f5b84b.wav,Flute,1
85395673.wav,Trumpet,1
853c5a08.wav,Cello,1
8558d866.wav,Flute,1
85834e0b.wav,Flute,1
8585a392.wav,Clarinet,1
8599f0a2.wav,Saxophone,1
85b3260e.wav,Oboe,1
85b3b38d.wav,Violin_or_fiddle,1
85bd7e1b.wav,Violin_or_fiddle,1
85d6a7d2.wav,Flute,1
85e3073f.wav,Saxophone,1
85fad626.wav,Gong,1
8607ea02.wav,Telephone,1
860a2f2e.wav,Saxophone,1
863b0255.wav,Oboe,1
865defec.wav,Gong,1
86881793.wav,Harmonica,1
86fb0077.wav,Harmonica,1
87039812.wav,Hi-hat,1
87065860.wav,Oboe,1
87286ca4.wav,Saxophone,1
874959d9.wav,Clarinet,1
87608845.wav,Gong,1
879ed758.wav,Telephone,1
87a2b293.wav,Hi-hat,1
87d039f6.wav,Electric_piano,1
87e8ae71.wav,Violin_or_fiddle,1
880f4f68.wav,Tambourine,1
88500b88.wav,Cello,1
88507406.wav,Trumpet,1
887435e1.wav,Gunshot_or_gunfire,1
88780eac.wav,Bass_drum,1
889a0bc2.wav,Violin_or_fiddle,1
889edf2f.wav,Violin_or_fiddle,1
88c42e27.wav,Gong,1
88cb5fa7.wav,Gunshot_or_gunfire,1
89055011.wav,Violin_or_fiddle,1
8916ffcd.wav,Clarinet,1
892a2db5.wav,Electric_piano,1
897fc1c4.wav,Chime,1
8986cced.wav,Flute,1
89c5c01b.wav,Harmonica,1
89d16dbb.wav,Trumpet,1
89d4119c.wav,Oboe,1
8a05af88.wav,Chime,1
8a2f4e19.wav,Acoustic_guitar,1
8a45aa41.wav,Gunshot_or_gunfire,1
8a4d0d1e.wav,Hi-hat,1
8a635ff8.wav,Tambourine,1
8a68f631.wav,Saxophone,1
8a843f42.wav,Snare_drum,1
8a853191.wav,Telephone,1
8aab3694.wav,Cowbell,1
8ac249cc.wav,Bass_drum,1
8ae899e7.wav,Telephone,1
8af3c40f.wav,Cello,1
8b14e805.wav,Snare_drum,1
8b613dd2.wav,Gunshot_or_gunfire,1
8b65c98b.wav,Saxophone,1
8b6a16de.wav,Bass_drum,1
8bbd48e2.wav,Trumpet,1
8bf2660c.wav,Tambourine,1
8c1d4c50.wav,Violin_or_fiddle,1
8c452b56.wav,Flute,1
8c7b4f0e.wav,Telephone,1
8c9da787.wav,Violin_or_fiddle,1
8cce99fa.wav,Telephone,1
8cd809d3.wav,Hi-hat,1
8ce07f01.wav,Harmonica,1
8ce2e863.wav,Double_bass,1
8ce4c32b.wav,Oboe,1
8d1109d2.wav,Gunshot_or_gunfire,1
8d314fba.wav,Oboe,1
8d458e5a.wav,Gong,1
8d4f9ffa.wav,Double_bass,1
8d51290f.wav,Cello,1
8d6823f1.wav,Chime,1
8d72a0b3.wav,Flute,1
8d7d7dba.wav,Violin_or_fiddle,1
8d8a80b5.wav,Cowbell,1
8d8ed10d.wav,Violin_or_fiddle,1
8d8fb79c.wav,Glockenspiel,1
8da6c391.wav,Saxophone,1
8da75280.wav,Acoustic_guitar,1
8e135724.wav,Saxophone,1
8e2df31d.wav,Cello,1
8e33db3e.wav,Chime,1
8e7aa2e1.wav,Harmonica,1
8ee44fb5.wav,Clarinet,1
8eee05c1.wav,Oboe,1
8f0513e9.wav,Hi-hat,1
8f10f476.wav,Hi-hat,1
8f19c3a5.wav,Snare_drum,1
8f223da9.wav,Saxophone,1
8f5cdb59.wav,Harmonica,1
8f7a89f4.wav,Gunshot_or_gunfire,1
8fa096bf.wav,Saxophone,1
8fb0b956.wav,Chime,1
8fde3ad1.wav,Tambourine,1
8fe0469c.wav,Saxophone,1
902357e2.wav,Glockenspiel,1
903f5020.wav,Saxophone,1
9053941a.wav,Double_bass,1
90a3a39c.wav,Flute,1
90e2a01d.wav,Gunshot_or_gunfire,1
90ecea38.wav,Gunshot_or_gunfire,1
910dc153.wav,Electric_piano,1
9147666d.wav,Violin_or_fiddle,1
91589588.wav,Cello,1
918d0d06.wav,Saxophone,1
918e91ba.wav,Flute,1
91ad5777.wav,Oboe,1
921eee9d.wav,Bass_drum,1
924a5edc.wav,Bass_drum,1
92682b7c.wav,Gunshot_or_gunfire,1
928176ed.wav,Gong,1
930d93e8.wav,Clarinet,1
9320c55f.wav,Snare_drum,1
93519b51.wav,Cello,1
93a6dc48.wav,Harmonica,1
93b3c709.wav,Trumpet,1
94072fe7.wav,Hi-hat,1
9411caa7.wav,Oboe,1
945ccbcd.wav,Gong,1
9482ce36.wav,Cowbell,1
9482e6aa.wav,Hi-hat,1
94ac7699.wav,Violin_or_fiddle,1
94b5936a.wav,Cello,1
9522a3f6.wav,Violin_or_fiddle,1
954fb510.wav,Gong,1
955561df.wav,Electric_piano,1
957a1c84.wav,Violin_or_fiddle,1
95a54c9a.wav,Clarinet,1
95b961c8.wav,Clarinet,1
95e1d0ae.wav,Double_bass,1
9635b5e1.wav,Cowbell,1
965e56e4.wav,Cello,1
966cb1c0.wav,Glockenspiel,1
96815d71.wav,Violin_or_fiddle,1
9693b0fe.wav,Acoustic_guitar,1
969b4f60.wav,Cello,1
969d8270.wav,Gong,1
96b50a2f.wav,Harmonica,1
96dad435.wav,Saxophone,1
96e3d136.wav,Telephone,1
96eccbcd.wav,Harmonica,1
9728b75b.wav,Oboe,1
976bb2f4.wav,Violin_or_fiddle,1
9797e752.wav,Gong,1
97a1d2cb.wav,Clarinet,1
97bbab94.wav,Gunshot_or_gunfire,1
97db1f95.wav,Violin_or_fiddle,1
98251d65.wav,Violin_or_fiddle,1
982e16a5.wav,Harmonica,1
98333c50.wav,Cowbell,1
9883aefa.wav,Gunshot_or_gunfire,1
98ad6653.wav,Telephone,1
98aeddbf.wav,Clarinet,1
98ba4032.wav,Electric_piano,1
98c03092.wav,Chime,1
98c33093.wav,Telephone,1
98d6a254.wav,Cello,1
98da8281.wav,Telephone,1
98fb288b.wav,Saxophone,1
990e6fc3.wav,Saxophone,1
9923ddf8.wav,Acoustic_guitar,1
993420a6.wav,Saxophone,1
993f7c05.wav,Flute,1
99411449.wav,Saxophone,1
9984bfd9.wav,Hi-hat,1
99a5838c.wav,Double_bass,1
99b5619a.wav,Gunshot_or_gunfire,1
99bbe4d1.wav,Saxophone,1
99c96a07.wav,Hi-hat,1
99ca03d2.wav,Clarinet,1
99e81de6.wav,Cello,1
99e97f38.wav,Double_bass,1
99fa57ed.wav,Electric_piano,1
9a01151b.wav,Flute,1
9a0ad181.wav,Cello,1
9a1c79fe.wav,Telephone,1
9a32a055.wav,Cowbell,1
9a3ce4ef.wav,Saxophone,1
9a4bfb69.wav,Bass_drum,1
9a513935.wav,Cowbell,1
9a679751.wav,Violin_or_fiddle,1
9a6a0993.wav,Hi-hat,1
9a722e53.wav,Clarinet,1
9a87841a.wav,Bass_drum,1
9ad0b702.wav,Glockenspiel,1
9adeec85.wav,Violin_or_fiddle,1
9adffd44.wav,Bass_drum,1
9b2c9768.wav,Trumpet,1
9b3f965b.wav,Hi-hat,1
9b78ff5c.wav,Hi-hat,1
9c0838c1.wav,Saxophone,1
9c13c0f4.wav,Clarinet,1
9c27892f.wav,Saxophone,1
9c3579f4.wav,Electric_piano,1
9c917ad7.wav,Cello,1
9cc1cf39.wav,Flute,1
9cc4b0d0.wav,Snare_drum,1
9cd05a2b.wav,Saxophone,1
9cdbf719.wav,Trumpet,1
9ce1bcab.wav,Snare_drum,1
9ced37af.wav,Saxophone,1
9cee0b0f.wav,Telephone,1
9cf87d5e.wav,Flute,1
9d03c79b.wav,Cowbell,1
9d308738.wav,Snare_drum,1
9d3927d8.wav,Oboe,1
9d3bb566.wav,Tambourine,1
9d674091.wav,Oboe,1
9d89caeb.wav,Harmonica,1
9dd0141c.wav,Double_bass,1
9df6bdd3.wav,Glockenspiel,1
9df97a89.wav,Electric_piano,1
9e2a67a4.wav,Flute,1
9e38c3f0.wav,Violin_or_fiddle,1
9e3bc1b6.wav,Cello,1
9e613573.wav,Acoustic_guitar,1
9e80181e.wav,Electric_piano,1
9e9c303e.wav,Electric_piano,1
9ea6f26b.wav,Glockenspiel,1
9ee5e052.wav,Cello,1
9ee6f88f.wav,Clarinet,1
9f0a1a08.wav,Telephone,1
9f0d8ba2.wav,Cello,1
9f40b21d.wav,Electric_piano,1
9f42a285.wav,Flute,1
9f522cda.wav,Flute,1
9f616549.wav,Gong,1
9f6eac9c.wav,Flute,1
9f84ea5a.wav,Snare_drum,1
9fafd09e.wav,Saxophone,1
a00037dc.wav,Cowbell,1
a053797b.wav,Clarinet,1
a07014b6.wav,Clarinet,1
a090c45a.wav,Hi-hat,1
a0cbe92e.wav,Double_bass,1
a0d273d0.wav,Saxophone,1
a1142a5e.wav,Acoustic_guitar,1
a139a928.wav,Clarinet,1
a13c3b3b.wav,Clarinet,1
a13d958c.wav,Cowbell,1
a1547447.wav,Cello,1
a16cc0fc.wav,Saxophone,1
a187f5bf.wav,Cowbell,1
a18de0a5.wav,Acoustic_guitar,1
a19e7349.wav,Gunshot_or_gunfire,1
a1a0fad2.wav,Snare_drum,1
a1a12413.wav,Double_bass,1
a1b369d7.wav,Hi-hat,1
a20aeb44.wav,Saxophone,1
a24a925e.wav,Violin_or_fiddle,1
a2541f62.wav,Chime,1
a25423a8.wav,Acoustic_guitar,1
a2632fce.wav,Cello,1
a268cf7a.wav,Tambourine,1
a2728896.wav,Cowbell,1
a29c0dac.wav,Glockenspiel,1
a2d89a87.wav,Gunshot_or_gunfire,1
a2d9bbfb.wav,Violin_or_fiddle,1
a2f685b6.wav,Violin_or_fiddle,1
a3090b56.wav,Trumpet,1
a3458678.wav,Glockenspiel,1
a3484b9f.wav,Saxophone,1
a36aed9f.wav,Glockenspiel,1
a38815ad.wav,Saxophone,1
a392fe69.wav,Violin_or_fiddle,1
a39ed97d.wav,Clarinet,1
a3c4944f.wav,Electric_piano,1
a4440d35.wav,Cowbell,1
a46e9f8f.wav,Electric_piano,1
a4791802.wav,Saxophone,1
a4bd3031.wav,Harmonica,1
a4c6a3f7.wav,Acoustic_guitar,1
a4d11070.wav,Gong,1
a4f46324.wav,Flute,1
a508c78f.wav,Electric_piano,1
a50e8a8c.wav,Cowbell,1
a531c210.wav,Oboe,1
a549f01b.wav,Oboe,1
a56c5e8e.wav,Saxophone,1
a57ebb7c.wav,Saxophone,1
a59b5a08.wav,Cello,1
